COLUNA,COLUNA_2,COLUNA_3,COLUNA_4,COLUNA_5,COLUNA_6,COLUNA_7,COLUNA_8,COLUNA_9,COLUNA_10,COLUNA_11,COLUNA_12,COLUNA_13,COLUNA_14,COLUNA_15,COLUNA_16,CREDITO DISPONIVEL,DESPESAS EMPENHADAS,DESPESAS LIQUIDADAS,DESPESAS PAGAS,RESTOS A PAGAR NAO PROCESSADOS INSCRITOS,RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS,RESTOS A PAGAR NAO PROCESSADOS CANCELADOS,RESTOS A PAGAR NAO PROCESSADOS A LIQUIDAR,RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,78204.72,,,66987.92,11216.8
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0.14,61161.86,9178.32,6510.82,77666.48,,,0,77666.48
160392,COMANDO DA 3ª REGIAO MILITAR,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),25595.6,126718.3,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),77850,15527,,,7686.4,,,3495,4191.4
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1030089.75,173516.25,,,264113.35,55737.78,2425.37,242103.01,75322.75
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1523675.27,4991.79,1200,1200,60664.69,4130.61,,44016.2,20779.1
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),132193.11,,,,1491.32,58145.15,,23453.2,36183.27
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,148085.76,,,125270.24,22815.52
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,18770,,,2727.69,,,0,2727.69
,,,,,,,,,,,,,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),0,2900,2900,2900,,,,,
,,,,,,,,,,,,,E6SUSOLPASS,PASS - PASSAGENS,Saldo - Moeda Origem (Item Informação),0,5000,,,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,1086421.03,,,740368.04,346052.99
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0.07,398039.58,388652.48,363100.5,480301.51,,,416459.78,63841.73
160393,COLEGIO MILITAR DE PORTO ALEGRE,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),,,,,4702.57,,,4702.57,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,17766.96,,,566.97,17199.99
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),98915.63,113742.37,23867.05,17995.71,55689.5,,,13152.47,42537.03
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),2753.72,1496.28,,,7458.06,,,1922.8,5535.26
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),128638.6,62671,,,11045,,,0,11045
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,7827.34,,,1715.24,6112.1
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,105241.76,,,3819.39,101422.37
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,102883.51,,,44693.83,58189.68
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,88056.52,45056.52,45056.52,81263.26,,,78974.51,2288.75
160395,COMANDO DO COMANDO MILITAR DO SUL,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,65000,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),42898.3,8605.7,1147,,5629.54,,0.08,0,5629.46
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),10000,,,,380,,,0,380
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,5593.39,,,5593.39,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,485000,,,,,,,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,40000,,,,,,,
160396,COMISSAO REGIONAL DE OBRAS/3,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA7PA,A7PA - PASA,Saldo - Moeda Origem (Item Informação),,,,,60000,,,0,60000
,,,,,,,,,,,,,E6SUSOLA7PA,A7PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),0,2092708.26,,,247970.77,,,0,247970.77
160399,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),93751.9,24438,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,20382,,0.01,0,20381.99
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,D8SAFCTCALI,CALI - COMPLEMENTO DE ALIMENTACAO,Saldo - Moeda Origem (Item Informação),77606.59,309893.84,,,368084.06,,,164886.8,203197.26
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),270691.4,218176.6,15907.4,15361.96,145801.86,,,22082.91,123718.95
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,4459.27,,0.01,0,4459.26
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),51860.1,32575,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,53789.3,,,0,53789.3
160400,POLICLINICA MILITAR DE PORTO ALEGRE,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),18010.59,8906.3,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,7700,,,0,7700
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),275556,15240,,,45855.29,,,2261.44,43593.85
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),80584.98,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,7224.05,,,1004,6220.05
160401,5 REGIMENTO DE CAVALARIA MECANIZADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),132908.17,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),403977.5,56960.5,,,201554.32,,,76598.45,124955.87
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),5500,,,,550,,,0,550
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),25892.6,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,46976.72,,,22423.34,24553.38
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,49927.83,,,270,49657.83
,,,,,,,,,,,,,E6SUSOLA7PA,A7PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,50047.55,,,4148.7,45898.85
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,27930,,,20890.81,7039.19
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,128556.94,12434.41,12141.38,39867.33,,,0,39867.33
160402,6 BATALHAO DE ENGENHARIA DE COMBATE,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),205.04,36544.96,,,3886.1,,,3886.1,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),0.78,459323.22,,,178038.71,,,81261.57,96777.14
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),0,3000,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),16165.4,29184.6,,,3721.4,,,2094,1627.4
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,48835.52,,,18985.49,29850.03
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,104917.27,,,20562.46,84354.81
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),64.47,36715,26142.14,26142.14,31984.92,,,1635.74,30349.18
160403,6 GRUPO DE ARTILHARIA DE CAMPANHA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),226300,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,74620,,,0,74620
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),124767.9,208904.1,9346.44,9306.39,60480.34,,,20945.82,39534.52
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,4153.32,,,0,4153.32
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),92905,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,37464.87,,,3112.27,34352.6
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,66851,,,136,66715
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,4530.91,,,0,4530.91
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,140311.12,,,123105.07,17206.05
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,16868.87,6887.74,5967.39,40904.23,,,5000,35904.23
160404,4 REGIMENTO DE CARRROS DE COMBATE,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),88198,39902,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),19780,28000,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),474317.81,110064.19,,,169853.84,,,114712.98,55140.86
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,350.2,,,0,350.2
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),24559.2,4640.8,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,24549.67,,,7298,17251.67
,,,,,,,,,,,,,E6SUSOLPUBL,PUBL - PUBLICACOES OFICIAIS,Saldo - Moeda Origem (Item Informação),0,691.32,537.6,537.6,537.6,,,0,537.6
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,7600,,,7600,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,33446.81,,,57514.04,,,26517.13,30996.91
160406,13 COMPANHIA DEPOSITO ARMAMENTO E MUNICAO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),48554.5,46445.5,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),67292.95,116823.05,2711.84,,58607.11,,,5590.8,53016.31
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,2101.8,,,0,2101.8
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),21265,,,,3220,,,2666.85,553.15
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,6467,,,0,6467
,,,,,,,,,,,,,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),0,2432.5,,,,,,,
,,,,,,,,,,,,,E6SUSOLPASS,PASS - PASSAGENS,Saldo - Moeda Origem (Item Informação),0,5000,3839.58,3839.58,,,,,
160407,29 BATALHAO DE INFANTARIA BLINDADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),14866.02,47222.96,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),69278.02,543249.98,53515.78,30841.13,111965.4,,,32560.32,79405.08
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),2.4,2797.6,1876.2,1876.2,2228.5,,,0,2228.5
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),29598.8,,,,8521.9,,,5929.36,2592.54
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,42268.83,,,0,42268.83
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),29548.84,33264,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),1001,6499,6499,6499,344.85,,,0,344.85
160409,3 GRUPO DE ARTILHARIA DE CAMPANHA/AP,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),,,,,16977,,,8156,8821
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,76804.04,,,0,76804.04
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),137982.09,266957.91,,,112777.68,,,45876.84,66900.84
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,18508.9,,,2679.97,15828.93
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),,,,,39058.21,,,6543.48,32514.73
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,40805.65,,,18535.18,22270.47
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,56978.57,,,8338.23,48640.34
,,,,,,,,,,,,,E6SUSOLSOLE,SOLE - QUANTITAVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),47.98,24952.02,,,1505,,,0,1505
160410,4 BATALHAO LOGISTICO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),63506.73,72136.07,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,71030,,,0,71030
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E5MMSUNCOMP,AQS SUP SV MNT VTR NAO BLD,Saldo - Moeda Origem (Item Informação),,,,,9309.22,,,9309.22,
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),119172.42,273407.58,,,147040.29,,,37891.64,109148.65
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,3069.55,,,0,3069.55
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),60430.7,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,51356.08,,,2154.5,49201.58
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,23200,,,23200,
160411,7 BATALHAO DE INFANTARIA BLINDADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),171600,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,58000,,,0,58000
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),424159.65,220150.35,6962.54,,258629.28,,0.38,8145.87,250483.03
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),73502.23,25297.77,,,3461.26,,,0,3461.26
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,85169.13,,0.44,14637.04,70531.65
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,31000,,,0,31000
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,20294.83,,,802.77,19492.06
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,27519.61,,,25499.94,2019.67
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,85538.98,14162.62,,75111.69,,,3617.41,71494.28
160413,BASE ADM DA GUARNICAO DE SANTA MARIA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),14571.36,195311.57,850,850,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,146660,,,73330,73330
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),787157.73,317082.27,12642.3,9752,370064.17,,,140573.61,229490.56
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),8681.16,14567.92,2634.37,2431.37,50282.93,,,24307.95,25974.98
,,,,,,,,,,,,,E6SUPLJA4QR,A4QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),994,,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),84507.36,66025.46,,,28699.42,,89.32,20734.89,7875.21
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,112348.71,,,33023.44,79325.27
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,46400,,,23200,23200
,,,,,,,,,,,,,E6SUSOLA7PA,A7PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,58812.88,,,0,58812.88
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,1880561.75,,,1465149.18,415412.57
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,1021149.65,,,459365.53,561784.12
160415,DEPOSITO DE SUBSISTENCIA SANTA MARIA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),53600,42500,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),9637.63,32266.37,6591.52,4889.34,6408.56,,,977.84,5430.72
,,,,,,,,,,,,,E6SUPLJA2QS,A2QS - QUANTITATIVO DE SUBSISTENCIA,Saldo - Moeda Origem (Item Informação),2123616,13605993,84041.4,83681.45,3612462.77,,,1295708.32,2316754.45
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1254.16,2745.84,,,3885.31,,,0,3885.31
,,,,,,,,,,,,,E6SUPLJA4QS,AQS QS EM OP PLJ COM RECURSOS DO COLOG,Saldo - Moeda Origem (Item Informação),1.56,1756.44,,,,,,,
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),6193,537,,,671.3,,,671.3,
