COLUNA,COLUNA_2,COLUNA_3,COLUNA_4,COLUNA_5,COLUNA_6,COLUNA_7,COLUNA_8,COLUNA_9,COLUNA_10,COLUNA_11,COLUNA_12,COLUNA_13,COLUNA_14,COLUNA_15,COLUNA_16,CREDITO DISPONIVEL,DESPESAS EMPENHADAS,DESPESAS LIQUIDADAS,DESPESAS PAGAS,RESTOS A PAGAR NAO PROCESSADOS INSCRITOS,RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS,RESTOS A PAGAR NAO PROCESSADOS CANCELADOS,RESTOS A PAGAR NAO PROCESSADOS A LIQUIDAR,RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS
,,,,,,,,,,,,,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),155366.63,334764.17,751.92,751.92,56468.37,,,26650.43,29817.94
,,,,,,,,,,,,,E6SUPLJQSEE,QS PARA PARA ESTABELECIMENTO DE ENSINO,Saldo - Moeda Origem (Item Informação),6.12,32993.88,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,965.7,,,0,965.7
,,,,,,,,,,,,,E6SUSOLA2QS,A2QS - QUANTITATIVO DE SUBSISTENCIA SOL,Saldo - Moeda Origem (Item Informação),0.1,9999.9,,,731888.7,,,0,731888.7
,,,,,,,,,,,,,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),0,2900,2900,2900,,,,,
,,,,,,,,,,,,,E6SUSOLPASS,PASS - PASSAGENS,Saldo - Moeda Origem (Item Informação),0,5000,2496.59,2496.59,,,,,
,,,,,,,,,,,,,E6SUSOLPUBL,PUBL - PUBLICACOES OFICIAIS,Saldo - Moeda Origem (Item Informação),,,,,1379.84,,,1379.84,
,,,,,,,,,,,,,E7DATRSAPIO,TRANSPORTE,Saldo - Moeda Origem (Item Informação),0,342021.84,,,92386.77,,,57219.24,35167.53
160416,HOSPITAL GERAL DE SANTA MARIA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),135.13,133364.87,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,73330,,,73330,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,2742.5,,,0,2742.5
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,D8SAFCTCALI,CALI - COMPLEMENTO DE ALIMENTACAO,Saldo - Moeda Origem (Item Informação),90979.17,66284.62,,,192547.81,,,94622.85,97924.96
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),333924,,,,105087.46,,,35733.15,69354.31
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),46290,19600,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,30229.35,,,6907.72,23321.63
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,23200,,,0,23200
160417,PARQUE REGIONAL DE MANUTENCAO/3,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),68187.76,29122.24,,,1889,,,0,1889
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),255923.93,187494.07,43346.42,43346.42,82271.66,,,274.78,81996.88
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,1767.12,,,0,1767.12
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),26945.57,25936.55,,,936,,,0,936
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,4492,,,0,4492
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),7709.01,16799.99,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),39916.33,,,,,,,,
160418,19 REGIMENTO DE CAVALARIA MECANIZADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),139686.72,20002.28,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),361634.09,151893.91,14109.97,13777.35,134117.57,,,47144,86973.57
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),66752.11,18171.89,,,900,,,0,900
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,15732.87,,,0,15732.87
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,10809.71,,,0,10809.71
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,9338.69,582.99,499.36,66860.39,,,38695.78,28164.61
160420,19 GRUPO DE ARTILHARIA DE CAMPANHA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),70136.56,183674.44,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),23758.75,364339.25,16893.5,11253.5,91756.8,,,7107.49,84649.31
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,1183.01,,,0,1183.01
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),52305.7,21169.3,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,32368.69,,,0,32368.69
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,172696.43,,,131754.78,40941.65
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),26184.14,35135.86,834.94,0,48650.93,,,16808.07,31842.86
160421,9 BATALHAO LOGISTICO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),285600,148500,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),121518.87,235175.13,,,99241.04,,,12825.68,86415.36
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),76199.31,31190.68,,,540,,,0,540
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,43540.06,,,18291.19,25248.87
,,,,,,,,,,,,,E6SUSOLPUBL,PUBL - PUBLICACOES OFICIAIS,Saldo - Moeda Origem (Item Informação),0,2000,,,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,44575.18,,,20490.35,24084.83
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,28883.06,22947.98,21605.38,73163.1,,,70853.65,2309.45
160422,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),144.14,57055.86,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,8122.83,,,602,7520.83
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),3168.92,378551.08,1576,1576,87776.32,,,30453.09,57323.23
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),1000,,,,1516.6,,,1076.1,440.5
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),34827.4,10082.6,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,11742,,,3414.15,8327.85
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),0,1250,1250,1250,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,82358.65,,,76659.87,5698.78
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),2.3,3466.98,587.86,459.27,120923.27,,,35742.13,85181.14
160423,HOSPITAL DE GUARNICAO DE SANTIAGO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),31593,25122,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,D8SAFCTCALI,CALI - COMPLEMENTO DE ALIMENTACAO,Saldo - Moeda Origem (Item Informação),17131.23,,,,14996.86,,,1873.12,13123.74
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),20920.02,111745.98,3207.58,1535.64,39312.03,,,6120.22,33191.81
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,988.32,,,0,988.32
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),16185.5,14774.5,,,1215,,,1215,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,7096.32,,,812.39,6283.93
160426,DEPOSITO DE SUBSISTENCIA SANTO ANGELO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),181,2819,2499,2499,,,,,
,,,,,,,,,,,,,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),105800,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E5MMSUNCOMP,AQS SUP SV MNT VTR NAO BLD,Saldo - Moeda Origem (Item Informação),,,,,16072.47,,,16072.47,
,,,,,,,,,,,,,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),13627.02,24232.98,8963.2,334.8,10593.28,,,1858.98,8734.3
,,,,,,,,,,,,,E6SUPLJA2QS,A2QS - QUANTITATIVO DE SUBSISTENCIA,Saldo - Moeda Origem (Item Informação),1586524.26,8090578.74,1160228.95,378769.45,980432,,,48675,931757
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),4000,,,,3502.8,,,0,3502.8
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),6189.55,2990.45,,,,,,,
,,,,,,,,,,,,,E6SUPLJA6OP,A6OP - MNT DE ORGAO PROVEDOR,Saldo - Moeda Origem (Item Informação),546432,16568,,,38874.61,,,13074.61,25800
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,1645.75,,,0,1645.75
,,,,,,,,,,,,,E6SUSOLA2QS,A2QS - QUANTITATIVO DE SUBSISTENCIA SOL,Saldo - Moeda Origem (Item Informação),,,,,226696.76,,,107177.46,119519.3
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,2300,,,1800,500
,,,,,,,,,,,,,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),0,3402.5,3402.5,3402.5,,,,,
,,,,,,,,,,,,,E6SUSOLPASS,PASS - PASSAGENS,Saldo - Moeda Origem (Item Informação),1177.82,3822.18,3822.18,3822.18,,,,,
,,,,,,,,,,,,,E6SUSOLPUBL,PUBL - PUBLICACOES OFICIAIS,Saldo - Moeda Origem (Item Informação),,,,,,287.84,,0,287.84
,,,,,,,,,,,,,E7DATRSAPIO,TRANSPORTE,Saldo - Moeda Origem (Item Informação),0,107580.6,,,,,,,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),,,,,1532.96,,,0,1532.96
160428,2 REGIMENTO DE CAVALARIA MECANIZADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),380322.99,167176.99,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,60000,,,60000,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,47879.8,,,0,47879.8
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),52217.67,625872.33,837,837,161568.84,,,62536.66,99032.18
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),208995.42,17068.14,,,21275,,,14671,6604
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,43537.1,,,18101,25436.1
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,33000,,,33000,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),1.12,65782.08,,,,,,,
,,,,,,,,,,,,,E6SUSOLA7PA,A7PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,3384.8,,0.59,0,3384.21
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,139223.66,11167.31,5802.9,169653.82,,,65.97,169587.85
160429,13 COMPANHIA DE COMUNICACOES MECANIZADA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),11401.18,13195.36,,,7700,,,7700,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),41201,108025,,,36180.72,,,25550.92,10629.8
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,972.8,,,512.8,460
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),38047.64,16938.79,,,1558,,,1558,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,20229.93,,,11830.48,8399.45
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),0,10482,10482,10482,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,62534.28,,,59511.67,3022.61
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,21847.3,2020.26,,27776.74,,,0,27776.74
160430,9 REGIMENTO DE CAVALARIA BLINDADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),70360.47,29288.87,,,7479.2,,,7479.2,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,48000,,,0,48000
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),0,496512,35453.19,33788.57,113036.42,,,21064.16,91972.26
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,2492.6,,,0,2492.6
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),44417,16179.9,,,849.76,,,0,849.76
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,54519.69,,,0,54519.69
,,,,,,,,,,,,,E6SUSOLPUBL,PUBL - PUBLICACOES OFICIAIS,Saldo - Moeda Origem (Item Informação),,,,,627.2,,,0,627.2
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,100214.84,,,50302.1,49912.74
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,39763.21,,,33233.64,,,524.51,32709.13
160431,4 REGIMENTO DE CAVALARIA BLINDADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),101977.39,,,,1647.85,,,0,1647.85
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,59900,,,59900,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,41976.9,,,0,41976.9
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),35000,522880,111584.23,107191.87,104959.39,,,15616.87,89342.52
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),38948.66,4385.22,,,5195.64,,,1500,3695.64
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,9513.3,,,0,9513.3
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,33000,,,0,33000
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,5049.2,,,0,5049.2
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,124832.27,,,106583.21,18249.06
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,16787.46,14916.79,14044.16,110532.18,,,85742.83,24789.35
160432,CENTRO DE LOGISTICA DE MISSEIS E FOGUETES,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,3,OUTRAS DESPESAS CORRENTES,E6SUSOLDIAR,DIAR - DIARIAS,Saldo - Moeda Origem (Item Informação),662.5,2237.5,2237.5,2237.5,,,,,
160433,19 BATALHAO DE INFANTARIA MOTORIZADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),21668.75,21396.6,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),264382.99,406063.01,36481.66,35029.73,180123.91,,,41447.99,138675.92
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),18932.18,12245.37,,,7440,,,3940,3500
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,26508.5,,,3600,22908.5
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,9911.3,,,0,9911.3
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,475969.62,,,413914.28,62055.34
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,42500.17,1619.84,1525.13,119846.57,,,54662.48,65184.09
160434,2 BATERIA DE ARTILHARIA ANTIAEREA,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),429862.45,,,,,,,,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),84784.1,55621.9,,,34683.31,,,4307.4,30375.91
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,341.5,,,0,341.5
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),67212.29,,,,2189.85,,,2189.85,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,5038.2,,,0,5038.2
,,,,,,,,,,,,,E6SUSOLPUBL,PUBL - PUBLICACOES OFICIAIS,Saldo - Moeda Origem (Item Informação),0,2703,1351.5,,,,,,
,,,,,,,,,,,,,I3DACSPAGES,SV DE AGUA E ESGOTO,Saldo - Moeda Origem (Item Informação),,,,,19519.92,,,16018.98,3500.94
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),0,2237.71,,,35791.21,,,21344.53,14446.68
160435,7 REGIMENTO DE CAVALARIA MECANIZADO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI",52121,05,331,0032,212B,0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,4,INVESTIMENTOS,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),123920.26,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,76199,,,76199,
,,,,,,,,,,,,,E6SUSOLA5PA,A5PA - PASA SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,15223.38,,,15223.38,
,,,,,,,,,,,3,OUTRAS DESPESAS CORRENTES,E6SUPLJA1QR,A1QR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),356077.62,122236.38,1487,,181929.23,,,52356.23,129573
,,,,,,,,,,,,,E6SUPLJA3RR,A3RR - QUANTITATIVO DE RANCHO,Saldo - Moeda Origem (Item Informação),,,,,1587.01,,,302.6,1284.41
,,,,,,,,,,,,,E6SUPLJA5PA,A5PA - PASA,Saldo - Moeda Origem (Item Informação),76324.6,,,,,,,,
,,,,,,,,,,,,,E6SUSOLA1QR,A1QR - QUANTITATIVO DE RANCHO SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,55753.82,,,31775.64,23978.18
,,,,,,,,,,,,,E6SUSOLA5CF,SOL - SOLICITADO,Saldo - Moeda Origem (Item Informação),,,,,23300,,,23300,
,,,,,,,,,,,,,I3DACSPENEL,SV DE ENERGIA ELETRICA E TAXA DE ILLM PUBLICA,Saldo - Moeda Origem (Item Informação),47880,,,,66575.71,,,4821.23,61754.48
